village,year,month,depth_meters
Ranicha Bagh,2024,1,4.8
Trombay,2024,1,3.2
Vakola,2024,1,2.7
Varsowa,2024,1,4.2
Vile Parle West,2024,1,3.2
Bhivapur,2024,1,4.4
Nawegaon (Deshmukh),2024,1,6.4
Amgaon,2024,1,3.1
Gumgaon,2024,1,5.3
Hingna,2024,1,5.9
Kanholi Bara,2024,1,5.2
Kanholibara,2024,1,3.9
Mohgaon Zelpi,2024,1,5.1
Nagajhari,2024,1,5.1
Satgaon,2024,1,3.4
Sathnaori,2024,1,8.9
Takalghat,2024,1,3.5
Ashti,2024,1,6.5
Dhapewada,2024,1,7.1
Kalmeshwar,2024,1,2.5
Khairgaon,2024,1,5.8
Khapri,2024,1,8.1
Linga,2024,1,3.6
Lohgad,2024,1,4.6
Metpanjara,2024,1,6.5
Mohpa,2024,1,5.8
Ramgiri,2024,1,4.1
Sillori,2024,1,7.3
Tondakhairi,2024,1,13.0
Wardhamna,2024,1,3.5
Wasboli,2024,1,2.1
Ghumthala,2024,1,5.5
Kamptee,2024,1,3.5
Koradi,2024,1,3.5
Chargaon (Punarwasi),2024,1,5.7
Katol,2024,1,7.6
Kondhali,2024,1,2.6
Nandora,2024,1,4.6
Paradsinga,2024,1,20.8
Ridhora,2024,1,8.2
Ringnabodi,2024,1,5.4
Sonoli,2024,1,10.8
Kuhi,2024,1,4.9
Chacher,2024,1,3.1
Khat,2024,1,0.7
Mouda,2024,1,6.5
Tarsha,2024,1,4.4
Borkhedi,2024,1,4.7
Borkhedi,2024,1,4.5
Dabha,2024,1,1.9
Fetri,2024,1,1.8
Gonkhedi,2024,1,3.6
Gumthala,2024,1,5.0
Imd Nagpur,2024,1,5.1
Kalamna,2024,1,1.5
Khandala,2024,1,9.0
Nagpur City,2024,1,8.3
Nagpur City,2024,1,3.8
Nagpur City,2024,1,3.1
Nagpur City,2024,1,3.5
Nagpur City,2024,1,1.8
Nagpur City,2024,1,6.1
Nagpur City,2024,1,7.1
Nagpur City,2024,1,5.1
Nagpur City,2024,1,8.3
Nagpur City,2024,1,4.1
Nagpur City,2024,1,8.0
Nagpur City,2024,1,1.6
Nagpur City,2024,1,3.8
Nagpur City,2024,1,2.1
Nagpur City,2024,1,4.1
Nagpur City,2024,1,4.3
Nagpur City,2024,1,1.8
Nagpur City,2024,1,9.8
Nagpur City,2024,1,3.8
Nagpur City,2024,1,1.9
Nagpur City,2024,1,5.1
Nagpur City,2024,1,4.2
Nagpur City,2024,1,3.8
Nagpur City,2024,1,2.3
Nagpur City,2024,1,2.6
Nagpur City,2024,1,9.8
Nagpur City,2024,1,1.8
Nagpur City,2024,1,5.0
Nagpur City,2024,1,3.3
Nagpur City,2024,1,6.2
Nagpur City,2024,1,3.1
Nagpur City,2024,1,2.9
Nagpur City,2024,1,1.5
Nagpur City,2024,1,3.5
Nagpur City,2024,1,5.2
Nagpur City,2024,1,5.5
Nagpur City,2024,1,6.5
Nagpur City,2024,1,3.0
Nagpur City,2024,1,4.2
Nagpur City,2024,1,3.3
Nagpur City,2024,1,6.9
Nagpur City,2024,1,1.8
Nagpur City,2024,1,3.5
Nagpur City,2024,1,9.0
Nagpur City,2024,1,6.2
Nagpur City,2024,1,3.2
Nagpur City,2024,1,3.6
Nagpur City,2024,1,6.3
Nagpur City,2024,1,5.7
Nagpur City,2024,1,5.4
Ngpur City,2024,1,5.9
Ngpur City,2024,1,3.6
Ngpur City,2024,1,3.5
Ngpur City,2024,1,7.8
Ngpur City,2024,1,2.8
Ngpur City,2024,1,6.5
Ngpur City,2024,1,3.1
Ngpur City,2024,1,2.6
Ngpur City,2024,1,3.8
Ngpur City,2024,1,2.9
Ngpur City,2024,1,5.5
Ngpur City,2024,1,2.9
Ngpur City,2024,1,1.9
Ngpur City,2024,1,5.9
Ngpur City,2024,1,4.1
Ngpur City,2024,1,2.8
Ngpur City,2024,1,5.8
Ngpur City,2024,1,6.4
Ngpur City,2024,1,5.2
Ngpur City,2024,1,6.8
Ngpur City,2024,1,3.7
Ngpur City,2024,1,0.4
Ngpur City,2024,1,3.0
Ngpur City,2024,1,1.7
Ngpur City,2024,1,1.9
Ngpur City,2024,1,0.9
Ngpur City,2024,1,5.0
Rajapeth,2024,1,2.9
Rui,2024,1,7.8
Sonegaon,2024,1,5.0
Wanjra,2024,1,6.5
Wathoda,2024,1,1.7
Jalalkheda,2024,1,8.6
Jamgaon Bk,2024,1,3.0
Lohara,2024,1,3.0
Malapur,2024,1,5.6
Mohad,2024,1,8.8
Narkhed,2024,1,6.1
Narkhed,2024,1,3.1
Rohna,2024,1,6.2
Rohna,2024,1,4.8
Sawargaon,2024,1,7.2
Gahuhivra,2024,1,4.2
Nagalwadi,2024,1,7.8
Nayakund,2024,1,14.3
Parseoni,2024,1,10.8
Ramtek,2024,1,3.4
Wagholi,2024,1,3.5
Chorbaoli,2024,1,3.4
Deolapar,2024,1,3.7
Kharpada,2024,1,4.2
Manegaon Tek,2024,1,6.6
Pallora,2024,1,5.7
Sirpur Toli,2024,1,3.7
Sivani,2024,1,2.2
Bhasali Takli,2024,1,11.3
Bhavangaon,2024,1,5.4
Kelod,2024,1,7.5
Khapa,2024,1,10.0
Khubala,2024,1,3.6
Kothulna,2024,1,2.2
Patansaongi,2024,1,7.7
Pipla Wadi,2024,1,3.4
Saoner,2024,1,4.8
Bela,2024,1,4.8
Makardhokda,2024,1,3.6
Makardhokda,2024,1,4.0
Panchgaon,2024,1,8.1
Pipaldol,2024,1,2.4
Singori,2024,1,3.8
Umrer,2024,1,2.8
Uti,2024,1,1.9
Nagapur,2024,1,5.1
Narwat,2024,1,4.1
Shelgaon,2024,1,6.1
Somthana,2024,1,1.8
Wadegaon,2024,1,2.4
Biloli,2024,1,2.0
Kuncheli,2024,1,2.8
Naigaon,2024,1,6.1
Narsi,2024,1,5.3
Tarani,2024,1,3.4
Atkali,2024,1,9.8
Atkali,2024,1,6.7
Umri-Gortha,2024,1,2.6
Dhawari Buzurg,2024,1,5.8
Dorli,2024,1,3.0
Gadga,2024,1,13.2
Ganesh Tanda,2024,1,6.5
Hadgaon,2024,1,4.9
Himayat Nagar,2024,1,2.1
Manwari,2024,1,2.0
Mathala,2024,1,3.2
Sarsam,2024,1,3.8
Tamsa,2024,1,8.5
Wanwadi,2024,1,4.8
Waranga,2024,1,2.9
Ambe Sangwi,2024,1,2.7
Barul,2024,1,1.5
Janapuri,2024,1,5.6
Kandar,2024,1,3.1
Malegaon (I),2024,1,2.0
Anjankhed,2024,1,4.1
Gokunda (Kinwat),2024,1,3.9
Islapur,2024,1,3.3
Jhalakwadi,2024,1,3.7
Kamtala,2024,1,3.8
Mahur,2024,1,3.0
Unkeshwar,2024,1,5.9
Vazra Bk,2024,1,4.1
Balegaon,2024,1,2.6
Jamb Buzurg,2024,1,5.1
Kolambi,2024,1,3.2
Mukher,2024,1,6.8
Ramwadi Shivar,2024,1,2.2
Sawargaon (Wadi),2024,1,9.1
Somthana,2024,1,2.9
Ardhapur,2024,1,1.2
Barad,2024,1,4.8
Dhanegaon,2024,1,4.9
Dharmabad,2024,1,5.8
Hambegaon,2024,1,3.5
Kapsi Gumta,2024,1,1.0
Lahan,2024,1,4.9
Malegaon (Ii),2024,1,4.5
Mudkhed,2024,1,6.0
Nanded,2024,1,3.6
Pada Tharoda,2024,1,11.4
Police Wadi,2024,1,1.4
Sikarghat (Amdura),2024,1,3.4
Dhadgaon,2024,1,4.9
Kakarda,2024,1,2.2
Khuntamodi,2024,1,1.2
Akkalkuva,2024,1,7.0
Ambalibari,2024,1,8.0
Bajri Pati,2024,1,4.1
Dekhwad,2024,1,3.9
Ghotane,2024,1,7.4
Ghuli,2024,1,3.5
Loy,2024,1,6.0
Nandurbar,2024,1,5.8
Pimpri,2024,1,10.0
Sundarde,2024,1,7.3
Thanepada,2024,1,9.2
Bhardu,2024,1,2.9
Navapur,2024,1,7.2
Shravani,2024,1,3.9
Vadkolambi,2024,1,10.5
Kahatool,2024,1,14.9
Rampur,2024,1,22.3
Shahada,2024,1,5.7
Wadali Shivar,2024,1,15.7
Jaikheda,2024,1,18.6
Nampur,2024,1,11.1
Pimpalkothe,2024,1,15.2
Satana,2024,1,13.1
Toharabad,2024,1,10.5
Toharabad,2024,1,8.5
Virgaon,2024,1,26.6
Boyegaon,2024,1,10.3
Chandwad,2024,1,9.2
Dhotarkheda,2024,1,8.4
Sogras,2024,1,4.9
Chachadgaon,2024,1,6.8
Dindori,2024,1,3.5
Nalegaon,2024,1,6.8
Talegaon,2024,1,6.5
Umrate Bk,2024,1,3.6
Khambale,2024,1,1.9
Dalwat,2024,1,3.1
Deola,2024,1,11.5
Gosrane,2024,1,8.5
Kalwan,2024,1,12.2
Vani,2024,1,12.9
Chikhalohol,2024,1,8.6
Dabhadi,2024,1,3.8
Dahiwal,2024,1,6.5
Karanjagavan,2024,1,4.8
Ravalgaon,2024,1,3.2
Savargaon,2024,1,4.9
Tinghri,2024,1,3.3
Umrane,2024,1,12.6
Manmad,2024,1,1.4
Nandgaon,2024,1,5.7
Adgaon,2024,1,10.1
Bombiltek,2024,1,3.2
Dhundegaon,2024,1,7.1
Gangawadi,2024,1,3.6
Imd Nashik,2024,1,10.0
Kona,2024,1,4.4
Matori,2024,1,11.2
Mhasrul,2024,1,5.1
Nashik,2024,1,3.1
Nashik,2024,1,7.3
Raigarh Nagar,2024,1,4.1
Rajur Bahula,2024,1,2.9
Saraste,2024,1,3.2
Shinde,2024,1,2.8
Trimbakeswar,2024,1,0.8
Wadholi,2024,1,1.2
Jalgaon,2024,1,8.6
Pimpalgaon Baswant,2024,1,5.6
Raslapur,2024,1,5.3
Vanasgaon,2024,1,5.1
Vinchur,2024,1,5.4
Aad,2024,1,6.9
Ambapur-Shivar,2024,1,2.3
Harsul,2024,1,1.5
Karanjali,2024,1,1.1
Pate,2024,1,3.6
Peth,2024,1,1.7
Bargaon Pimpri,2024,1,5.1
Khopdi Bk,2024,1,2.5
Malwadi,2024,1,9.5
Marhal Kh,2024,1,3.9
Nandur Shirgate,2024,1,1.1
Pathre Bk,2024,1,3.8
Sinnar,2024,1,7.3
Vavi,2024,1,12.9
Wadgaon Pimpala,2024,1,6.1
Borgaon,2024,1,6.5
Ghagbari,2024,1,7.4
Surgana,2024,1,2.6
Andarsul,2024,1,5.5
Angangaon,2024,1,1.1
Purangaon-Jalgaon,2024,1,11.6
Aashagadh,2024,1,4.8
Dahanu,2024,1,4.9
Dapchari Takarpada,2024,1,6.9
Dharmapur Khindipada,2024,1,3.8
Gunjad,2024,1,2.0
Kasa,2024,1,2.1
Balkhapara,2024,1,3.3
Bhoipada (Kasaba),2024,1,5.6
Kundachapada,2024,1,4.1
Sulyachapada,2024,1,6.1
Vikramgadh,2024,1,2.4
Dolhana,2024,1,2.5
Khodala,2024,1,2.4
Mokhada,2024,1,2.5
Shelampada,2024,1,4.9
Belgaon,2024,1,3.7
Devbandh,2024,1,2.2
Devkop,2024,1,4.6
Dhekale,2024,1,1.2
Kelva Beach,2024,1,3.2
Nangarmodi,2024,1,3.4
Pulachiwadi,2024,1,1.3
Saphale,2024,1,2.9
Sawarkhand,2024,1,3.5
Somata,2024,1,7.2
Whelpada,2024,1,3.6
Ambesari,2024,1,3.1
Kajli,2024,1,1.9
Kunje,2024,1,2.9
Udhwa,2024,1,4.1
Agashi,2024,1,3.1
Bramhanwadi,2024,1,2.2
Giraj,2024,1,2.4
Parol,2024,1,1.5
Sandor,2024,1,2.8
Uttan,2024,1,0.9
Vasai,2024,1,1.0
Dhawarpada,2024,1,4.3
Gothanpada,2024,1,3.6
Hanosale,2024,1,1.9
Khupari,2024,1,2.0
Ogada,2024,1,3.2
Rinzadpada (Kanchad),2024,1,3.7
Anjanawadi,2024,1,6.6
Gangakhed,2024,1,4.0
Isath,2024,1,3.7
Kerwadi,2024,1,4.1
Rani Sawargaon,2024,1,8.5
Shirshi,2024,1,10.5
Sonepeth,2024,1,12.5
Charthana,2024,1,4.2
Dhar,2024,1,7.0
Gojegaon,2024,1,4.7
Jintur,2024,1,5.3
Mankeswar,2024,1,6.2
Panchegaon,2024,1,9.1
Pimpri Kh,2024,1,6.0
Avalgaon,2024,1,4.0
Bangri,2024,1,6.3
Bori,2024,1,9.8
Daithana,2024,1,10.0
Dharmapur,2024,1,9.6
Jhari,2024,1,12.5
Karigaon,2024,1,8.0
Kotamwadi,2024,1,2.3
Pedgaon,2024,1,10.7
Pedgaon,2024,1,6.8
Singanapur,2024,1,6.4
Todkalas,2024,1,2.9
Wadgaon Sukre,2024,1,3.1
Chikhalthana,2024,1,14.6
Devgaon,2024,1,11.1
Hadgaon,2024,1,4.8
Hadgaon Bk,2024,1,4.5
Kherda,2024,1,8.2
Kola,2024,1,13.8
Loni,2024,1,1.2
Manwat,2024,1,6.2
Manwat Road,2024,1,15.2
Moregaon,2024,1,10.8
Pathri,2024,1,6.7
Pathri,2024,1,7.9
Renakhali,2024,1,4.1
Renakhali,2024,1,4.2
Selu,2024,1,8.3
Suratabai Tanda,2024,1,23.5
Tarborgaon,2024,1,10.5
Wadgaon,2024,1,17.1
Wadi Patta,2024,1,4.5
Walur,2024,1,11.6
Ausari Khurd,2024,1,3.7
Kalamb,2024,1,4.1
Loni (Ambegaon),2024,1,2.9
Mahalunge,2024,1,6.4
Pabal New,2024,1,6.0
Dhumalwadi,2024,1,11.2
Dorlewadi,2024,1,4.4
Karanje,2024,1,3.9
Undavri Kade Pathar,2024,1,5.5
Kasurdi,2024,1,5.7
Khutbhav,2024,1,11.0
Patas,2024,1,1.6
Chikhali,2024,1,2.2
Kharabwadi,2024,1,5.5
Kunjirwadi,2024,1,3.3
Lonikand,2024,1,5.1
Moshi,2024,1,3.2
Narhe,2024,1,3.6
Parne,2024,1,6.9
Pisoli,2024,1,9.8
Rahatani,2024,1,7.4
Shikrapur,2024,1,7.0
Shivpur Khed,2024,1,2.1
Talawade,2024,1,4.3
Uruli Kanchan,2024,1,8.2
Wagholi,2024,1,1.7
Warje,2024,1,4.4
Bhadalwadi,2024,1,1.9
Jankeshwar,2024,1,3.0
Loni Deokar,2024,1,1.5
Nimbgaon-Ketke,2024,1,10.5
Ale,2024,1,13.4
Ane,2024,1,4.3
Belhe,2024,1,12.2
Gaimukhwadi,2024,1,3.4
Junnar,2024,1,9.2
Kamunde,2024,1,3.9
Narayangaon,2024,1,6.9
Otur,2024,1,13.4
Pangai Mata,2024,1,10.9
Biradwadi,2024,1,2.8
Rajgurnagar (Khed),2024,1,1.1
Thigalewasti,2024,1,14.7
Marunje,2024,1,1.9
Ravet,2024,1,3.7
Sus,2024,1,5.8
Daund,2024,1,3.1
Hadapsar,2024,1,1.7
Kalas,2024,1,2.0
Pune,2024,1,2.6
Wadgaon Sheri,2024,1,5.3
Jejuri,2024,1,3.6
Narayanpur,2024,1,5.6
Pimpri (Kh) Malvasti,2024,1,4.9
Sakurde,2024,1,6.8
Walha,2024,1,8.8
Zendewadi,2024,1,12.4
Gholapwadi,2024,1,5.1
Malthan,2024,1,2.6
Nhavare,2024,1,8.9
Shirur,2024,1,9.8
Kolawade,2024,1,1.3
Malavali,2024,1,0.8
Wehle,2024,1,0.6
Alibag,2024,1,1.8
Bilji (Umta),2024,1,2.8
Nagaon,2024,1,1.5
Poynad,2024,1,3.0
Valvade Shababaj,2024,1,2.8
Chinchawali,2024,1,3.0
Hudhre Budruk (Karjat),2024,1,0.7
Hatanoli,2024,1,1.3
Kargaon,2024,1,1.7
Khalapur,2024,1,3.8
Boregaon,2024,1,2.7
Dasgaon,2024,1,2.0
Sochinde,2024,1,2.4
Varandha,2024,1,3.6
Borle,2024,1,3.3
Chandore,2024,1,4.7
Indapur,2024,1,0.5
Kumbharcha Kosta Bk,2024,1,2.0
Kelte,2024,1,1.5
Khamgaon,2024,1,9.3
Madegaon,2024,1,1.8
Khutal,2024,1,2.7
Murud,2024,1,2.1
Chinchwad,2024,1,4.2
Navade,2024,1,2.1
Jite,2024,1,0.6
Sapoli Pimpalgaon,2024,1,0.6
Vadkhal,2024,1,1.5
Veshwi,2024,1,4.8
Poladpur,2024,1,5.6
Amdoshi,2024,1,2.4
Dapoli,2024,1,2.5
Kharapati,2024,1,2.9
Khari,2024,1,2.8
Phugaon,2024,1,1.2
Shedsai,2024,1,1.5
Shenvai,2024,1,3.4
Shetpalas,2024,1,3.1
Wakhan Phata,2024,1,1.7
Saigaon Govalwadi,2024,1,1.8
Shriwardhan,2024,1,2.1
Pali,2024,1,1.1
Pedli,2024,1,3.3
Sukeli,2024,1,2.4
Mottijui,2024,1,0.9
Uran,2024,1,0.4
Agave,2024,1,1.9
Chipalun,2024,1,1.6
Dugvay,2024,1,4.5
Manki,2024,1,2.1
Pachad,2024,1,2.1
Pophali,2024,1,5.2
Shirgaon,2024,1,8.6
Unroli,2024,1,5.1
Valops Pudhwadi,2024,1,3.4
Dabhol,2024,1,4.7
Dapoli,2024,1,6.3
Jalgaon,2024,1,11.3
Karanjani,2024,1,6.7
Talsure,2024,1,1.5
Vakarli,2024,1,2.7
Abloli,2024,1,5.2
Devghar,2024,1,5.4
Guhagar,2024,1,1.8
Kotluk,2024,1,5.1
Pimper,2024,1,7.6
Shivane,2024,1,14.8
Shringartale,2024,1,7.1
Awasi,2024,1,4.4
Dasturi,2024,1,2.6
Dhamnand,2024,1,4.0
Dhamni,2024,1,3.0
Kalvane,2024,1,3.2
Kashadi,2024,1,4.6
Oni,2024,1,9.6
Saveni,2024,1,2.2
Tetavli (Kadamvadi),2024,1,8.8
Gawane,2024,1,5.5
Morewadi(Agave),2024,1,15.5
Kumble,2024,1,3.3
Mahapral,2024,1,3.4
Mandangad,2024,1,4.7
Shirgaon,2024,1,7.7
Dattawadi,2024,1,12.7
Dhartale,2024,1,9.0
Hatiwale,2024,1,9.9
Jaitapur,2024,1,2.6
Kasheli,2024,1,1.9
Kombe,2024,1,4.5
Oni,2024,1,5.4
Rajapur,2024,1,13.9
Solgaon,2024,1,2.1
Chape Kathawadi,2024,1,7.4
Ganapati Pule,2024,1,16.2
Jaigarh,2024,1,20.1
Jakadevi,2024,1,13.1
Khandala Satwade,2024,1,3.2
Khandala Satwade,2024,1,8.5
Lanjuka Sada,2024,1,12.2
Pali,2024,1,12.1
Pawas,2024,1,3.1
Pomendi (Kh),2024,1,4.8
Pomendi (Kh),2024,1,15.1
Ratnagiri,2024,1,1.9
Varewadi,2024,1,4.8
Ambed Budruk,2024,1,2.4
Dabhola,2024,1,8.7
Devrukh,2024,1,5.1
Sakarpa,2024,1,6.2
Atpadi,2024,1,4.0
Kargani,2024,1,4.0
Umbargaon,2024,1,3.2
Vibhutwadi,2024,1,9.9
Asangi Turk,2024,1,47.4
Bilur,2024,1,13.4
Jathh,2024,1,8.8
Kumbhari,2024,1,3.7
Shegaon,2024,1,9.0
Valsang,2024,1,3.9
Kawathemahankal,2024,1,8.1
Kuchi,2024,1,7.9
Nimaj,2024,1,4.4
Sarati,2024,1,1.8
Belavade,2024,1,3.1
Ghanwad,2024,1,3.7
Kadepur,2024,1,4.8
Khanapur-Vita,2024,1,5.2
Palashi,2024,1,4.2
Wangi,2024,1,3.0
Arag,2024,1,1.0
Bedag,2024,1,4.9
Inamdhamni,2024,1,4.2
Karnal,2024,1,2.4
Miraj,2024,1,4.2
Sangalwadi,2024,1,9.7
Sangli,2024,1,2.0
Tung,2024,1,3.7
Shirala,2024,1,3.1
Bambwade,2024,1,3.6
Kirloskarwadi,2024,1,2.7
Panmalewadi,2024,1,3.5
Sagareshwar,2024,1,3.6
Takari,2024,1,4.2
Tasgaon,2024,1,5.0
Visapur,2024,1,1.4
Yevali,2024,1,7.9
Ashta,2024,1,3.0
Borgaon,2024,1,2.8
Peth,2024,1,5.2
Shene,2024,1,8.5
Medha,2024,1,3.2
Bhairavnath Nagar,2024,1,5.6
Malkapur,2024,1,3.1
Pal,2024,1,2.3
Undale,2024,1,5.2
Varade,2024,1,4.1
Yelegaon,2024,1,3.8
Bhade,2024,1,3.0
Shirwal,2024,1,5.0
Aundh,2024,1,4.3
Budh,2024,1,3.2
Katar Khatav,2024,1,5.0
Manjarvadi (Mol),2024,1,1.9
Mayani,2024,1,11.9
Pingli,2024,1,4.9
Vikhle,2024,1,9.2
Arvi,2024,1,7.4
Koregaon,2024,1,6.7
Pimpode (Bk),2024,1,3.9
Rehmatpur,2024,1,6.2
Wathar (Station),2024,1,14.4
Mahabaleswar,2024,1,13.8
Panchagani,2024,1,6.0
Dahivadi,2024,1,2.9
Mardi,2024,1,6.5
Mhaswad,2024,1,6.9
Shenwadi,2024,1,3.7
Wavarhire,2024,1,3.2
Dhebevadi,2024,1,4.2
Malharpeth,2024,1,9.1
Manainagar,2024,1,1.1
Morgir (Shivpurpeth),2024,1,2.0
Mutlavadi,2024,1,2.5
Savanthwadi (Jinti),2024,1,2.5
Velkhandwadi (Tarli),2024,1,5.1
Javali,2024,1,10.3
Lonand,2024,1,5.2
Mirgaon,2024,1,8.2
Mogarle,2024,1,6.6
Nimblak,2024,1,3.3
Nimblak,2024,1,3.6
Nimbore,2024,1,7.0
Phaltan,2024,1,4.5
Phaltan,2024,1,8.8
Tathvade,2024,1,8.2
Varad,2024,1,10.2
Atit,2024,1,2.2
Chinchner,2024,1,0.9
Chinchni Kanheri,2024,1,4.0
Kondve,2024,1,2.3
Limb Sheri,2024,1,12.4
Satara,2024,1,1.3
Shendri,2024,1,1.2
Vaduth,2024,1,5.7
Surur,2024,1,10.6
Wai,2024,1,4.1
Deogarh,2024,1,12.9
Girye,2024,1,11.1
Kumburla,2024,1,9.2
Narange,2024,1,6.9
Shirgaon (Shirgar),2024,1,2.2
Tale Bazar,2024,1,13.4
Vagothan,2024,1,15.8
Velgive,2024,1,6.8
Vijayadurga,2024,1,7.5
Wada,2024,1,4.5
Wareri,2024,1,11.8
Wareri,2024,1,16.7
Harkul Bk,2024,1,4.3
Harkul Khurd,2024,1,3.4
Kanedi Bazar,2024,1,4.6
Kankavalli,2024,1,2.9
Khare Patan,2024,1,6.6
Koloce,2024,1,4.4
Nandgaon,2024,1,9.1
Phonda,2024,1,6.3
Terela,2024,1,12.8
Ambrad (Parabwadi),2024,1,4.7
Chendwan,2024,1,2.4
Kasal,2024,1,6.6
Kudal,2024,1,3.7
Mangaon Bazar,2024,1,3.4
Pinguli,2024,1,4.1
Sindhudurg Nagri Oros,2024,1,6.8
Vados,2024,1,1.9
Varavoda,2024,1,10.9
Zarap,2024,1,3.0
Achra,2024,1,15.8
Chouke,2024,1,6.1
Hadi (Gaonkarwadi),2024,1,9.9
Kunkaule,2024,1,5.4
Malvan,2024,1,7.6
Palsamb,2024,1,6.7
Ramgarh,2024,1,3.4
Sawarwad,2024,1,2.3
Achare,2024,1,1.9
Adali (Devalva-Islampurdi),2024,1,8.1
Amboli,2024,1,4.4
Danoli,2024,1,2.4
Dodamarga,2024,1,2.6
Insuli,2024,1,4.9
Malewad,2024,1,4.9
Motkol,2024,1,4.2
Nirwad,2024,1,5.7
Sasole,2024,1,6.1
Sawanthwadi,2024,1,1.1
Sherlai,2024,1,7.0
Achirne,2024,1,4.5
Adeli (Bomderwadi),2024,1,3.2
Arwali,2024,1,1.9
Math,2024,1,6.6
Matond (Ghodemukh),2024,1,2.1
Ubhadanda,2024,1,5.9
Vengurla,2024,1,6.3
Akkalkot,2024,1,6.4
Nagansur,2024,1,8.3
Wagdhari,2024,1,6.9
Barshi Town,2024,1,6.5
Chikarde,2024,1,8.8
Dhanore,2024,1,7.1
Manegaon,2024,1,12.5
Nari,2024,1,10.5
Pangri,2024,1,3.8
Kandar,2024,1,12.0
Kandar,2024,1,1.2
Karmala,2024,1,1.9
Karmala,2024,1,16.7
Varkute,2024,1,7.2
Vihal,2024,1,4.4
Bhosre,2024,1,13.0
Bitergaon Haveli,2024,1,7.7
Madha,2024,1,9.2
Parite,2024,1,5.6
Dharmapuri,2024,1,5.6
Natepute,2024,1,3.7
Salmukh,2024,1,1.1
Sangam,2024,1,5.5
Velapur,2024,1,5.1
Bhose,2024,1,6.9
Eklaspur,2024,1,6.4
Marwade,2024,1,6.1
Angar,2024,1,8.2
Hivre,2024,1,5.3
Ichgaon,2024,1,11.3
Kurul,2024,1,14.3
Mohol,2024,1,17.4
Sawleshwar,2024,1,3.2
Shetphal,2024,1,17.9
Sohole,2024,1,4.1
Ajoti,2024,1,6.1
Bhandi-Shegaon,2024,1,6.4
Khardi,2024,1,9.4
Narayan Chincholi,2024,1,3.2
Pandharpur,2024,1,5.9
Ranzani,2024,1,1.8
Rople,2024,1,7.7
Mahud (Bk),2024,1,2.0
Mane Washni,2024,1,5.6
Nagaj,2024,1,10.7
Sangola,2024,1,7.2
Imd Solapur,2024,1,5.2
Kegaon,2024,1,4.1
Nannaj,2024,1,7.7
Solapur City,2024,1,3.3
Soregaon,2024,1,4.6
Chincholi,2024,1,5.6
Nandni,2024,1,3.1
Ule,2024,1,7.3
Amangaon,2024,1,4.1
Padghe,2024,1,0.7
Hetutane,2024,1,0.3
Kolimb,2024,1,1.7
Pimpleshwar,2024,1,7.1
Murbad,2024,1,1.2
Pashon,2024,1,3.2
Pendharichapada,2024,1,4.1
Sasne,2024,1,5.2
Shiroshi,2024,1,2.9
Tokavade (Tokoda),2024,1,2.0
Cherfully,2024,1,3.6
Dhasai,2024,1,3.1
Khardi,2024,1,2.0
Nishanpada,2024,1,2.3
Sathgaon,2024,1,1.6
Shendrun,2024,1,11.1
Talempada (Bihigaon),2024,1,3.1
Vihigaon,2024,1,1.7
Bindarpada,2024,1,5.1
Dahisar,2024,1,3.1
Yeur,2024,1,2.2
Katolwadi (Mulgaon),2024,1,2.5
Navali,2024,1,1.3
Arvi,2024,1,8.8
Kharangana,2024,1,5.1
Mahakali,2024,1,2.4
Paragothan,2024,1,3.9
Pimpalkhuta,2024,1,7.9
Rasulabad,2024,1,8.6
Rohna,2024,1,3.9
Virul,2024,1,4.0
Wadhona,2024,1,7.6
Ashti,2024,1,1.7
Ashti,2024,1,40.0
Dhadi,2024,1,8.4
Lahan Arvi,2024,1,8.4
Sahur,2024,1,5.0
Talegaon,2024,1,2.4
Thar,2024,1,4.7
Adgaon,2024,1,8.3
Bhidi,2024,1,2.1
Deoli,2024,1,3.4
Giroli,2024,1,3.9
Pulgaon,2024,1,3.3
Vijaygopal,2024,1,6.8
Ajansara,2024,1,5.4
Alipur,2024,1,4.6
Daroda,2024,1,2.3
Hinganghat,2024,1,1.1
Kangaon,2024,1,2.8
Kapsi,2024,1,8.4
Madni (New),2024,1,4.6
Nandgaon Borgaon,2024,1,3.1
Pipri,2024,1,5.6
Sirasgaon,2024,1,40.0
Junapani,2024,1,2.8
Junapani,2024,1,2.4
Nagalwadi,2024,1,9.3
Panjragondi,2024,1,4.9
Pardi,2024,1,4.9
Sarwaadi,2024,1,5.0
Thanegaon,2024,1,4.7
Ajda,2024,1,2.3
Dhondgaon,2024,1,5.4
Girad,2024,1,3.4
Khandali,2024,1,4.2
Mandgaon,2024,1,4.2
Nandori,2024,1,8.2
Sakhra,2024,1,4.2
Samudrapur,2024,1,4.0
Wasi,2024,1,2.6
Helodi,2024,1,3.8
Hingni,2024,1,6.8
Jamni,2024,1,5.6
Jhadshi,2024,1,5.3
Keljhar,2024,1,7.5
Mandwa,2024,1,1.2
Selu,2024,1,6.3
Sindi Rly,2024,1,7.4
Sukli,2024,1,12.4
Tuljapur,2024,1,3.0
Yelakeli,2024,1,5.9
Anji,2024,1,6.2
Dahegaon,2024,1,6.6
Dahigaon,2024,1,4.0
Karanji Kaji,2024,1,4.6
Muradgaon (Balsare),2024,1,4.4
Pavnar,2024,1,2.9
Sawangi,2024,1,5.5
Sewagram,2024,1,4.6
Sonegaon,2024,1,4.4
